period,CCALX,DFSTX,FSMDX,FSSNX,FTIHX,FXAIX,FXNAX,JVMRX,OTCKX,PHIYX,PTRQX,RERGX,RFDTX,RFETX,RFFTX,RFGTX,RFHTX,RFITX,RFJTX,RFKTX,RFTTX,RFUTX,RLLGX,RRCTX,UGLSX,VEIRX
2016-10-01,30.52093505859375,22.6533203125,14.55972957611084,13.451590538024902,8.783050537109375,65.5739517211914,10.07988452911377,13.952406883239746,11.98671817779541,6.3173980712890625,11.19823169708252,35.397666931152344,9.186424255371094,9.420206069946289,9.428020477294922,9.521334648132324,9.651328086853027,9.444517135620117,8.254844665527344,11.930612564086914,7.71488094329834,8.092158317565918,35.244815826416016,8.697102546691895,27.471134185791016,43.82779312133789
2016-11-01,33.87997817993164,25.3975830078125,15.34151554107666,14.962725639343262,8.574139595031738,68.34698486328125,9.8269624710083,14.98973274230957,12.17876148223877,6.286951541900635,10.886219024658203,34.48926544189453,9.23145580291748,9.508796691894531,9.538419723510742,9.645652770996094,9.790884017944336,9.576813697814941,8.254844665527344,12.102544784545898,7.71488094329834,8.201936721801758,35.603206634521484,8.719364166259766,27.427021026611328,45.50623321533203
2016-12-01,33.50767517089844,25.442697525024414,15.27426528930664,15.160907745361328,8.70470905303955,68.97200775146484,9.837156295776367,14.742424964904785,11.650642395019531,6.396623611450195,10.838482856750488,34.09561538696289,9.013805389404297,9.257789611816406,9.288183212280273,9.389703750610352,9.533807754516602,9.326919555664062,8.074738502502441,11.825958251953125,7.5662312507629395,8.092158317565918,35.47357940673828,8.519003868103027,26.166587829589844,45.902347564697266
2017-01-01,33.94055938720703,26.145723342895508,15.895148277282715,15.442153930664062,9.086956977844238,71.01586151123047,9.862060546875,15.520082473754883,12.602203369140625,6.471036434173584,11.019214630126953,36.19163131713867,9.510170936584473,9.84349536895752,9.910134315490723,10.035385131835938,10.19119644165039,9.972919464111328,8.4633150100708,12.604671478271484,7.894330024719238,8.538644790649414,37.17005920410156,8.948463439941406,28.5943546295166,47.00191879272461
2017-02-01,34.50149154663086,26.454774856567383,16.33929443359375,15.735252380371094,9.209399223327637,73.83586120605469,9.93606948852539,15.915857315063477,12.98153305053711,6.5640459060668945,11.141048431396484,36.61479568481445,9.680965423583984,10.050322532653809,10.13935661315918,10.270885467529297,10.427490234375,10.20946216583252,8.59519100189209,12.89852523803711,8.016841888427734,8.747689247131348,38.153076171875,9.101821899414062,29.73891830444336,48.84069061279297
2017-03-01,35.288475036621094,26.346603393554688,16.31366729736328,15.760374069213867,9.463027954101562,73.91590881347656,9.929168701171875,15.816913604736328,13.124835968017578,6.5486249923706055,11.152022361755371,37.899654388427734,9.758598327636719,10.142247200012207,10.24632740020752,10.384838104248047,10.549449920654297,10.323918342590332,8.633978843688965,13.045451164245605,8.047469139099121,8.844171524047852,38.7751350402832,9.155497550964355,30.202041625976562,48.53309631347656
2017-04-01,36.343353271484375,26.635944366455078,16.441783905029297,15.936233520507812,9.681675910949707,74.23617553710938,10.002632141113281,15.739173889160156,13.47044849395752,6.630675792694092,11.269787788391113,39.099891662597656,9.867286682128906,10.280132293701172,10.40678596496582,10.551966667175293,10.717143058776855,10.491786003112793,8.7037935256958,13.261968612670898,8.108725547790527,8.988893508911133,39.804222106933594,9.239845275878906,31.25398826599121,49.006900787353516
2017-05-01,37.641029357910156,25.970041275024414,16.586986541748047,15.618011474609375,9.979035377502441,75.72884368896484,10.075356483459473,15.880520820617676,14.043661117553711,6.694504261016846,11.382309913635254,40.454002380371094,10.022555351257324,10.456319808959961,10.597805976867676,10.749484062194824,10.92294979095459,10.690177917480469,8.812397956848145,13.50942325592041,8.208266258239746,9.15773868560791,40.5107536315918,9.370200157165527,31.98174285888672,49.433650970458984
2017-06-01,38.34429168701172,26.58173942565918,16.646774291992188,15.978104591369629,10.022764205932617,76.2031478881836,10.062360763549805,16.134950637817383,14.052088737487793,6.7086687088012695,11.402853012084961,39.946205139160156,10.030319213867188,10.479301452636719,10.63601016998291,10.795065879821777,10.968684196472168,10.735958099365234,8.812397956848145,13.571288108825684,8.208266258239746,9.19793701171875,41.032981872558594,9.377866744995117,32.18022537231445,49.5300178527832
2017-07-01,39.14801025390625,26.85533332824707,16.996984481811523,16.285417556762695,10.390091896057129,77.38446044921875,10.109267234802246,16.339906692504883,14.39770221710205,6.783572196960449,11.479500770568848,42.56719970703125,10.224404335021973,10.70910930633545,10.88815689086914,11.060954093933105,11.243091583251953,11.010653495788574,8.936516761779785,13.911537170410156,8.315462112426758,9.423063278198242,41.78559875488281,9.523558616638184,32.72273635864258,50.614112854003906
